Transect_I,MGMTUNIT_I,TransectNa,StartLat,StartLong,SITE_ID,tblSITE_Site,ManUnitAcres,Obs.2008,Obs.2009,Obs.2010,Obs.2011,Obs.2012,Obs.2013,Obs.2014,Obs.2015,Obs.2016,Obs.2017,Obs.2018,Sys.2008,Sys.2009,Sys.2010,Sys.2011,Sys.2012,Sys.2013,Sys.2014,Sys.2015,Sys.2016,Sys.2017,Sys.2018,Mgmt.2008,Mgmt.2009,Mgmt.2010,Mgmt.2011,Mgmt.2012,Mgmt.2013,Mgmt.2014,Mgmt.2015,Mgmt.2016,Mgmt.2017,Mgmt.2018,NumObs,Delta
1101,130,1LE4-21,48.946768,-96.4799081,43,Caribou WMA,100.4,0,1,0,0,0,0,0,0,0,0,0,"",WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",0,0
1102,130,1LE4-29,48.94975495,-96.4748018,43,Caribou WMA,100.4,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1103,130,1LE4-30,48.94361341,-96.48033062,43,Caribou WMA,100.4,0,1,0,0,0,1,0,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1104,131,1LE4-08,48.94860243,-96.49086817,43,Caribou WMA,157.7,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1105,131,1LE4-09,48.94782779,-96.48842506,43,Caribou WMA,157.7,0,1,0,0,0,1,0,0,0,0,0,"",WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1106,131,1LE4-10,48.94603663,-96.48831347,43,Caribou WMA,157.7,0,1,0,0,0,1,0,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1107,131,1LE4-11,48.94512598,-96.49065222,43,Caribou WMA,157.7,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1108,131,1LE4-12,48.94592786,-96.4930703,43,Caribou WMA,157.7,0,1,0,0,0,0,0,0,0,0,0,"",WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",0,0
1109,131,1LE4-13,48.94769092,-96.49323378,43,Caribou WMA,157.7,0,1,0,0,0,0,0,0,0,0,0,"",WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",0,0
1110,131,1LE4-14,48.94685498,-96.49077297,43,Caribou WMA,157.7,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1111,131,1LE4-31,48.9442733,-96.48618214,43,Caribou WMA,157.7,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1112,131,1LE4-32,48.94343169,-96.48871883,43,Caribou WMA,157.7,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1113,131,1LE4-33,48.94318902,-96.49167975,43,Caribou WMA,157.7,0,1,0,0,0,0,0,0,0,0,0,"",WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",0,0
1114,132,1LE4-01,48.94913491,-96.50203889,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1115,132,1LE4-02,48.94835268,-96.49964274,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1116,132,1LE4-03,48.94660193,-96.49947379,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1117,132,1LE4-04,48.94567631,-96.50179657,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1118,132,1LE4-05,48.9464578,-96.50421576,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1119,132,1LE4-06,48.94822377,-96.50438593,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1120,132,1LE4-07,48.94739729,-96.50194032,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1121,132,1LE4-34,48.94542391,-96.49720444,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1122,132,1LE4-35,48.94354293,-96.49781049,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1123,132,1LE4-36,48.94391695,-96.50119704,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1124,132,1LE4-40,48.94983943,-96.49669371,43,Caribou WMA,155.1,0,1,0,0,0,1,0,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1125,133,1LE4-37,48.94800388,-96.51000794,43,Caribou WMA,54.48,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1126,133,1LE4-38,48.9495077,-96.51410276,43,Caribou WMA,54.48,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1127,133,1LE4-39,48.94957559,-96.50774119,43,Caribou WMA,54.48,0,1,0,0,0,1,0,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1128,133,1LE4-41,48.9481512,-96.50641595,43,Caribou WMA,54.48,0,0,0,0,0,1,0,0,0,0,0,"","","","","",UG,UG,UG,UG,UG,UG,Graze,Rest,Rest,Burn,Graze,Graze,Combo,Graze,Combo,"","",1,0
1129,134,1LE4-22,48.95130016,-96.48124697,43,Caribou WMA,51.6,0,1,0,0,0,0,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Combo,Graze,Graze,Graze,Graze,"","","","","","",0,0
1130,134,1LE4-23,48.95220527,-96.47892971,43,Caribou WMA,51.6,0,1,0,0,0,0,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Combo,Graze,Graze,Graze,Graze,"","","","","","",0,0
1131,134,1LE4-24,48.953975,-96.47903067,43,Caribou WMA,51.6,0,1,0,0,0,0,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Combo,Graze,Graze,Graze,Graze,"","","","","","",0,0
1132,134,1LE4-25,48.95475056,-96.48148734,43,Caribou WMA,51.6,0,1,0,0,0,0,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Combo,Graze,Graze,Graze,Graze,"","","","","","",0,0
1133,134,1LE4-28,48.95299612,-96.48136511,43,Caribou WMA,51.6,0,1,0,0,0,0,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Combo,Graze,Graze,Graze,Graze,"","","","","","",0,0
1134,135,1LE4-26,48.9538454,-96.48380467,43,Caribou WMA,33.6,0,1,0,0,0,0,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Burn,Graze,Graze,Graze,Graze,"","","","","","",0,0
1135,135,1LE4-27,48.95209164,-96.48366017,43,Caribou WMA,33.6,0,1,0,0,0,0,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Burn,Graze,Graze,Graze,Graze,"","","","","","",0,0
1136,136,1SI4-01,48.4763393906,-96.3131891828,44,East Park WMA,39.56,0,0,0,0,1,0,0,0,0,0,1,"","","","",NR,NR,NR,NR,NR,NR,WM,"","","","",Rest,Rest,Rest,Rest,Rest,Rest,Rest,2,1
1137,136,1SI4-02,48.4736825893,-96.3118930695,44,East Park WMA,39.56,0,0,0,0,1,0,0,0,0,0,1,"","","","",NR,NR,NR,NR,NR,NR,,"","","","",Rest,Rest,Rest,Rest,Rest,Rest,Rest,2,1
1138,136,1SI4-03,48.4754625884,-96.3116261734,44,East Park WMA,39.56,0,0,0,0,1,0,0,0,0,0,1,"","","","",NR,NR,NR,NR,NR,NR,UG,"","","","",Rest,Rest,Rest,Rest,Rest,Rest,Rest,2,1
1139,136,1SI4-04,48.4763393906,-96.3131891828,44,East Park WMA,39.56,0,0,0,0,1,0,0,0,0,0,1,"","","","",NR,NR,NR,NR,NR,NR,WM,"","","","",Rest,Rest,Rest,Rest,Rest,Rest,Rest,2,1
1140,136,1SI4-05,48.4734217929,-96.3140854921,44,East Park WMA,39.56,0,0,0,0,1,0,0,0,0,0,1,"","","","",NR,NR,NR,NR,NR,NR,WM,"","","","",Rest,Rest,Rest,Rest,Rest,Rest,Rest,2,1
1141,137,1LE6-01,48.66915714,-96.43508166,45,Pelan WMA,123.2,0,1,0,0,0,0,0,1,0,0,0,"",WM,WM,WM,WM,WM,WM,WM,WM,WM,WM,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1142,137,1LE6-02,48.66823027,-96.43740347,45,Pelan WMA,123.2,0,0,0,0,0,0,0,1,0,0,0,"","","","","","","",LG,LG,LG,LG,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1143,137,1LE6-03,48.66906064,-96.43982222,45,Pelan WMA,123.2,0,1,0,0,0,0,0,1,0,0,0,"",WM,WM,WM,WM,WM,WM,BP,BP,BP,BP,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1144,137,1LE6-04,48.67080087,-96.43998624,45,Pelan WMA,123.2,0,1,0,0,0,0,0,1,0,0,0,"",LG,LG,LG,LG,LG,LG,BP,BP,BP,BP,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1145,137,1LE6-05,48.67169844,-96.43763966,45,Pelan WMA,123.2,0,1,0,0,0,0,0,1,0,0,0,"",LG,LG,LG,LG,LG,LG,WM,WM,WM,WM,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1146,137,1LE6-06,48.66994116,-96.43754269,45,Pelan WMA,123.2,0,0,0,0,0,0,0,1,0,0,0,"","","","","","","",WM,WM,WM,WM,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1147,137,1LE6-07,48.67095811,-96.43522694,45,Pelan WMA,123.2,0,0,0,0,0,0,0,1,0,0,0,"","","","","","","",NR,NR,NR,NR,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1148,137,1LE6-10,48.67302494,-96.44134751,45,Pelan WMA,123.2,0,0,0,0,0,0,0,1,0,0,0,"","","","","","","",WM,WM,WM,WM,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1149,137,1LE6-11,48.6700829,-96.44163601,45,Pelan WMA,123.2,0,1,0,0,0,0,0,1,0,0,0,"",LG,LG,LG,LG,LG,LG,BP,BP,BP,BP,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1150,137,1LE6-12,48.66761833,-96.43949816,45,Pelan WMA,123.2,0,0,0,0,0,0,0,1,0,0,0,"","","","","","","",WM,WM,WM,WM,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1151,137,1LE6-13,48.66779084,-96.43372273,45,Pelan WMA,123.2,0,0,0,0,0,0,0,1,0,0,0,"","","","","","","",BP,BP,BP,BP,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1152,137,1LE6-14,48.66633446,-96.43217012,45,Pelan WMA,123.2,0,1,0,0,0,0,0,1,0,0,0,"",LG,LG,LG,LG,LG,LG,BP,BP,BP,BP,Burn,Rest,Rest,Rest,Rest,Rest,Rest,Burn,"","","",1,0
1153,138,1LE6-08,48.67295148,-96.43416891,45,,13,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"","","",,1
1154,138,1LE6-09,48.67336353,-96.43844951,45,Pelan WMA,13,0,1,0,0,0,0,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Rest,Rest,Rest,Rest,Burn,Rest,Rest,Rest,"","","",0,0
1155,140,1SI3-01,48.60054005,-96.45224274,46,Twin Lakes WMA,31.8,0,1,0,0,0,0,1,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Burn,Rest,Rest,Rest,Rest,Burn,Rest,"","","","",1,0
1156,140,1SI3-02,48.59900528,-96.45264817,46,Twin Lakes WMA,31.8,0,1,0,0,0,0,1,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Burn,Rest,Rest,Rest,Rest,Burn,Rest,"","","","",1,0
1157,140,1SI3-03,48.59910735,-96.45437103,46,Twin Lakes WMA,31.8,0,1,0,0,0,0,1,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Burn,Rest,Rest,Rest,Rest,Burn,Rest,"","","","",1,0
1158,140,1SI3-04,48.59790547,-96.45598166,46,Twin Lakes WMA,31.8,0,1,0,0,0,0,1,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Burn,Rest,Rest,Rest,Rest,Burn,Rest,"","","","",1,0
1159,140,1SI3-05,48.59660658,-96.45723778,46,Twin Lakes WMA,31.8,0,1,0,0,0,0,1,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Burn,Rest,Rest,Rest,Rest,Burn,Rest,"","","","",1,0
1160,140,1SI3-06,48.5982214,-96.45219785,46,Twin Lakes WMA,31.8,0,1,0,0,0,0,1,0,0,0,0,"",UG,UG,UG,UG,UG,NR,NR,NR,NR,NR,Burn,Rest,Rest,Rest,Rest,Burn,Rest,"","","","",1,0
1161,143,VIC_A_01,45.32698,-96.36561,47,,19,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Burn,Rest,Rest,Rest,"","","","","",,1
1162,143,VIC_A_02,45.32689,-96.36561,47,,19,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Burn,Rest,Rest,Rest,"","","","","",,1
1163,143,VIC_A_03,45.3278,-96.36469,47,,19,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Burn,Rest,Rest,Rest,"","","","","",,1
1164,143,VIC_A_04,45.3287,-96.3646,47,,19,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Burn,Rest,Rest,Rest,"","","","","",,1
1165,144,VIC_B_01,45.34024,-96.34531,47,,73.1,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Burn,"",Rest,Rest,Rest,Graze,"","",,1
1166,144,VIC_B_02,45.33574,-96.34819,47,,73.1,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Burn,"",Rest,Rest,Rest,Graze,"","",,1
1167,144,VIC_B_03,45.33906,-96.34829,47,,73.1,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Burn,"",Rest,Rest,Rest,Graze,"","",,1
1168,144,VIC_B_04,45.33896,-96.34685,47,,73.1,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Burn,"",Rest,Rest,Rest,Graze,"","",,1
1169,144,VIC_B_05,45.33851,-96.3456,47,,73.1,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Burn,"",Rest,Rest,Rest,Graze,"","",,1
1170,144,VIC_B_06,45.33839,-96.34823,47,,73.1,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Burn,"",Rest,Rest,Rest,Graze,"","",,1
1171,144,VIC_B_07,45.33507,-96.34843,47,,73.1,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Burn,"",Rest,Rest,Rest,Graze,"","",,1
1172,144,VIC_B_08,45.33797,-96.3473,47,,73.1,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Burn,"",Rest,Rest,Rest,Graze,"","",,1
1173,145,5SI2-01,44.2683,-95.7543,48,Garvin County Park,8.6,1,1,0,0,0,0,0,1,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,"","","",1,0
1174,145,5SI2-02,44.2683,-95.7516,48,Garvin County Park,8.6,1,1,0,0,0,0,0,1,0,0,0,UG,UG,UG,UG,UG,UG,UG,LG,LG,LG,LG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,"","","",1,0
1175,146,5SI2-03,44.2665,-95.7518,48,Garvin County Park,13.6,1,1,0,0,0,0,0,1,0,0,0,UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,"","","",1,0
1176,146,5SI2-06,44.2675,-95.7498,48,Garvin County Park,13.6,1,1,0,0,0,0,0,1,0,0,0,UG,UG,UG,UG,UG,UG,UG,LG,LG,LG,LG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,"","","",1,0
1177,148,GLA_A_01,45.5315,-95.5409,49,,31.2,,,,,,,,,,,,,,,,,,,,,,,Graze,Rest,Rest,"",Rest,"","","","",Burn,Graze,,1
1178,148,GLA_A_02,45.532,-95.5411,49,,31.2,,,,,,,,,,,,,,,,,,,,,,,Graze,Rest,Rest,"",Rest,"","","","",Burn,Graze,,1
1179,148,GLA_A_03,45.5317,-95.54,49,,31.2,,,,,,,,,,,,,,,,,,,,,,,Graze,Rest,Rest,"",Rest,"","","","",Burn,Graze,,1
1180,148,GLA_A_04,45.5346,-95.5394,49,,31.2,,,,,,,,,,,,,,,,,,,,,,,Graze,Rest,Rest,"",Rest,"","","","",Burn,Graze,,1
1181,148,GLA_A_05,45.5344,-95.5367,49,,31.2,,,,,,,,,,,,,,,,,,,,,,,Graze,Rest,Rest,"",Rest,"","","","",Burn,Graze,,1
1182,148,GLA_A_07,45.5347,-95.5389,49,,31.2,,,,,,,,,,,,,,,,,,,,,,,Graze,Rest,Rest,"",Rest,"","","","",Burn,Graze,,1
1183,148,GLA_A_08,45.5321,-95.5366,49,,31.2,,,,,,,,,,,,,,,,,,,,,,,Graze,Rest,Rest,"",Rest,"","","","",Burn,Graze,,1
1184,148,GLA_A_09,45.5339,-95.537,49,,31.2,,,,,,,,,,,,,,,,,,,,,,,Graze,Rest,Rest,"",Rest,"","","","",Burn,Graze,,1
1185,148,GLA_A_10,45.5347,-95.5376,49,,31.2,,,,,,,,,,,,,,,,,,,,,,,Graze,Rest,Rest,"",Rest,"","","","",Burn,Graze,,1
1186,149,HAM_A_01,45.3534,-95.8313,50,,66.9,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Graze,Graze,Rest,Rest,"",Graze,Graze,Rest,,1
1187,149,HAM_A_02,45.3498,-95.8313,50,,66.9,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Graze,Graze,Rest,Rest,"",Graze,Graze,Rest,,1
1188,149,HAM_A_03,45.3538,-95.8361,50,,66.9,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Graze,Graze,Rest,Rest,"",Graze,Graze,Rest,,1
1189,149,HAM_A_04,45.3531,-95.8362,50,,66.9,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Graze,Graze,Rest,Rest,"",Graze,Graze,Rest,,1
1190,149,HAM_A_05,45.3509,-95.8401,50,,66.9,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Graze,Graze,Rest,Rest,"",Graze,Graze,Rest,,1
1191,149,HAM_A_06,45.3507,-95.8333,50,,66.9,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Graze,Graze,Rest,Rest,"",Graze,Graze,Rest,,1
1192,149,HAM_A_07,45.3506,-95.8364,50,,66.9,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Graze,Graze,Rest,Rest,"",Graze,Graze,Rest,,1
1193,150,3SI3-04,45.6489,-95.6963,51,New Prairie WPA,15.2,0,1,1,0,0,0,0,1,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,"",2,1
1194,150,3SI3-06,45.6502,-95.6915,51,New Prairie WPA,15.2,0,1,1,0,0,0,0,1,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,"",2,1
1195,150,3SI3-07,45.6502,-95.6891,51,New Prairie WPA,15.2,0,1,1,0,0,0,0,1,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,"",2,1
1196,151,3LE3-01,45.372,-95.4793,52,Svor WPA,54.9,0,1,0,0,1,0,0,0,0,0,1,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2,1
1197,151,3LE3-04,45.3682,-95.4769,52,Svor WPA,54.9,1,1,0,0,1,0,0,0,0,0,1,LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2,1
1198,151,3LE3-05,45.3698,-95.4754,52,Svor WPA,54.9,1,1,0,0,1,0,0,0,0,0,1,LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2,1
1199,151,3LE3-06,45.370601,-95.47753926,52,Svor WPA,54.9,0,0,0,0,1,0,0,0,0,0,1,"","","","",LG,LG,LG,LG,LG,LG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2,1
1200,151,3LE3-07,45.3721,-95.4768,52,Svor WPA,54.9,0,1,0,0,1,0,0,0,0,0,1,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2,1
1201,152,TWI_A_01,45.3448,-96.3932,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1202,152,TWI_A_02,45.3473,-96.3875,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1203,152,TWI_A_03,45.3437,-96.3868,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1204,152,TWI_A_04,45.3451,-96.3826,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1205,152,TWI_A_05,45.3452,-96.392,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1206,152,TWI_A_06,45.3475,-96.3867,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1207,152,TWI_A_07,45.3477,-96.3817,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1208,152,TWI_A_08,45.3465,-96.3842,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1209,152,TWI_A_09,45.345,-96.3941,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1210,152,TWI_A_10,45.3468,-96.387,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1211,152,TWI_A_11,45.3454,-96.3834,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1212,152,TWI_A_12,45.3465,-96.3945,53,,111.7,,,,,,,,,,,,,,,,,,,,,,,Burn,Rest,Rest,Graze,Graze,"","","","","","",,1
1213,153,TWI_B_01,45.3391,-96.3859,53,,150.1,,,,,,,,,,,,,,,,,,,,,,,Combo,"",Rest,Rest,Rest,Rest,Graze,Graze,"",Rest,Rest,,1
1214,153,TWI_B_02,45.3412,-96.3812,53,,150.1,,,,,,,,,,,,,,,,,,,,,,,Combo,"",Rest,Rest,Rest,Rest,Graze,Graze,"",Rest,Rest,,1
1215,153,TWI_B_03,45.3413,-96.384,53,,150.1,,,,,,,,,,,,,,,,,,,,,,,Combo,"",Rest,Rest,Rest,Rest,Graze,Graze,"",Rest,Rest,,1
1216,153,TWI_B_04,45.3398,-96.3845,53,,150.1,,,,,,,,,,,,,,,,,,,,,,,Combo,"",Rest,Rest,Rest,Rest,Graze,Graze,"",Rest,Rest,,1
1217,153,TWI_B_05,45.3433,-96.3855,53,,150.1,,,,,,,,,,,,,,,,,,,,,,,Combo,"",Rest,Rest,Rest,Rest,Graze,Graze,"",Rest,Rest,,1
1218,153,TWI_B_06,45.3387,-96.3884,53,,150.1,,,,,,,,,,,,,,,,,,,,,,,Combo,"",Rest,Rest,Rest,Rest,Graze,Graze,"",Rest,Rest,,1
1219,153,TWI_B_07,45.342,-96.3877,53,,150.1,,,,,,,,,,,,,,,,,,,,,,,Combo,"",Rest,Rest,Rest,Rest,Graze,Graze,"",Rest,Rest,,1
