Transect_I,MGMTUNIT_I,TransectNa,StartLat,StartLong,SITE_ID,tblSITE_Site,ManUnitAcres,Obs.2008,Obs.2009,Obs.2010,Obs.2011,Obs.2012,Obs.2013,Obs.2014,Obs.2015,Obs.2016,Obs.2017,Obs.2018,Sys.2008,Sys.2009,Sys.2010,Sys.2011,Sys.2012,Sys.2013,Sys.2014,Sys.2015,Sys.2016,Sys.2017,Sys.2018,Mgmt.2008,Mgmt.2009,Mgmt.2010,Mgmt.2011,Mgmt.2012,Mgmt.2013,Mgmt.2014,Mgmt.2015,Mgmt.2016,Mgmt.2017,Mgmt.2018,NumObs,Delta
914,118,CAR_330_7_03,48.9301561451,-96.4827113133,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
915,118,CAR_330_7_05,48.9334095004,-96.4819671841,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
916,118,CAR_330_7_06,48.9350670722,-96.4833902243,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
917,118,CAR_330_7_07,48.933860359,-96.4817774037,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
918,118,CAR_330_7_08,48.9301524978,-96.4783037599,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
919,118,CAR_330_7_09,48.9272501967,-96.478794059,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
920,118,CAR_330_7_10,48.9259548576,-96.4793786275,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
921,118,CAR_330_7_11,48.9335126374,-96.4775083493,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
922,118,CAR_330_7_12,48.9322860115,-96.4764907164,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
923,118,CAR_330_7_13,48.9248356445,-96.47794726,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
924,118,CAR_330_7_15,48.9278561692,-96.4807175425,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
925,118,CAR_330_7_16,48.9346740434,-96.4851744042,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
926,118,CAR_330_7_18,48.9311088317,-96.4859628859,43,,348,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Combo,Graze,Combo,"","",,1
927,119,CAR_350_1_01,48.9717495,-96.4999715,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
928,119,CAR_350_1_03,48.978725,-96.483057,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
929,119,CAR_350_1_04,48.974896,-96.49891,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
930,119,CAR_350_1_05,48.9773997,-96.4965158,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
931,119,CAR_350_1_06,48.973107,-96.491107,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
932,119,CAR_350_1_07,48.974964,-96.484813,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
933,119,CAR_350_1_08,48.975974,-96.491664,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
934,119,CAR_350_1_10,48.97191,-96.498556,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
935,119,CAR_350_1_11,48.97854,-96.491883,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
936,119,CAR_350_1_12,48.976794,-96.491285,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
937,119,CAR_350_1_13,48.975632,-96.487284,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
938,119,CAR_350_1_14,48.974507,-96.495132,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
939,119,CAR_350_1_15,48.9677796,-96.496522,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
940,119,CAR_350_1_16,48.972699,-96.490655,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
941,119,CAR_350_1_17,48.97285,-96.486066,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
942,119,CAR_350_1_19,48.976802,-96.485359,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
943,119,CAR_350_1_20,48.978568,-96.501956,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
944,119,CAR_350_1_25,48.977518,-96.494895,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
945,119,CAR_350_1_34,48.975883,-96.498536,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
946,119,CAR_350_1_38,48.974784,-96.494114,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
947,120,CAR_350_2_01,48.959682,-96.510509,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
948,120,CAR_350_2_02,48.9668493248,-96.4994435753,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
949,120,CAR_350_2_03,48.9657516087,-96.5104530636,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
950,120,CAR_350_2_04,48.960999,-96.503292,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
951,120,CAR_350_2_05,48.9695461484,-96.5048881758,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
952,120,CAR_350_2_07,48.963194,-96.508491,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
953,120,CAR_350_2_08,48.9654888451,-96.5132611222,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
954,120,CAR_350_2_09,48.9644142496,-96.51099344,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
955,120,CAR_350_2_11,48.96198,-96.507012,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
956,120,CAR_350_2_13,48.964384,-96.496465,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
957,120,CAR_350_2_14,48.962881,-96.498071,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
958,120,CAR_350_2_15,48.9654642533,-96.4961145767,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
959,120,CAR_350_2_17,48.962049,-96.510972,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
960,120,CAR_350_2_28,48.9695040397,-96.5149815203,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
961,120,CAR_350_2_31,48.964952534,-96.5041581374,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
962,121,CAR_350_3_02,48.965751,-96.485089,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
963,121,CAR_350_3_04,48.970153,-96.48351,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
964,121,CAR_350_3_06,48.95842,-96.472526,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
965,121,CAR_350_3_09,48.966798,-96.485623,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
966,121,CAR_350_3_12,48.967948,-96.48636,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
967,121,CAR_350_3_13,48.956208,-96.47233,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
968,121,CAR_350_3_16,48.966314,-96.486114,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
969,121,CAR_350_3_18,48.967548,-96.483466,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
970,121,CAR_350_3_26,48.967805,-96.485061,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
971,121,CAR_350_3_27,48.969257,-96.485532,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
972,121,CAR_350_3_29,48.963232,-96.480561,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
973,121,CAR_350_3_30,48.963999,-96.486063,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
974,121,CAR_350_3_33,48.964225,-96.48869,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
975,121,CAR_350_3_35,48.96507,-96.48673,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
976,121,CAR_350_3_36,48.957055,-96.473297,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
977,122,CAR_350_4_01,48.9604002,-96.52174,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
978,122,CAR_350_4_03,48.9600158,-96.514276,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
979,122,CAR_350_4_04,48.963571,-96.520336,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
980,122,CAR_350_4_05,48.959174,-96.528878,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
981,122,CAR_350_4_06,48.963803,-96.524473,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
982,122,CAR_350_4_08,48.958416,-96.520098,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
983,122,CAR_350_4_09,48.963351,-96.528371,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
984,122,CAR_350_4_11,48.960929,-96.518874,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
985,122,CAR_350_4_12,48.96239,-96.522029,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
986,122,CAR_350_4_13,48.95888,-96.525754,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
987,122,CAR_350_4_14,48.9541197,-96.51271,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
988,122,CAR_350_4_15,48.958804,-96.530772,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
989,122,CAR_350_4_17,48.953568,-96.507748,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
990,122,CAR_350_4_18,48.961016,-96.517742,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
991,122,CAR_350_4_30,48.960733,-96.528907,43,,403,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
992,123,CAR_350_5_01,48.9586997,-96.493893,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
993,123,CAR_350_5_02,48.95881,-96.5006005,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
994,123,CAR_350_5_03,48.956695,-96.490885,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
995,123,CAR_350_5_05,48.960046,-96.49104,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
996,123,CAR_350_5_07,48.960383,-96.486131,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
997,123,CAR_350_5_11,48.957789,-96.494295,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
998,123,CAR_350_5_14,48.961852,-96.493979,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999,123,CAR_350_5_15,48.958374,-96.491391,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1000,123,CAR_350_5_16,48.959245,-96.495794,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1001,123,CAR_350_5_17,48.958138,-96.493741,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1002,123,CAR_350_5_18,48.959645,-96.492509,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1003,123,CAR_350_5_19,48.955982,-96.489639,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1004,123,CAR_350_5_31,48.959636,-96.497104,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1005,123,CAR_350_5_35,48.955876,-96.495033,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1006,124,CAR_350_6_03,48.956049,-96.520441,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1007,124,CAR_350_6_04,48.957468,-96.528242,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1008,124,CAR_350_6_05,48.951293,-96.516573,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1009,124,CAR_350_6_06,48.953194,-96.523962,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1010,124,CAR_350_6_07,48.955544,-96.52593,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1011,124,CAR_350_6_08,48.950578,-96.512753,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1012,124,CAR_350_6_09,48.9577703,-96.534627,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1013,124,CAR_350_6_12,48.9564003,-96.529061,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1014,124,CAR_350_6_13,48.956876,-96.524931,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1015,124,CAR_350_6_14,48.957602,-96.526433,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1016,124,CAR_350_6_15,48.955215,-96.524015,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1017,124,CAR_350_6_16,48.956306,-96.533604,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1018,124,CAR_350_6_17,48.9511558,-96.519982,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1019,124,CAR_350_6_18,48.952017,-96.514879,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1020,124,CAR_350_6_36,48.956803,-96.531557,43,,344,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",Graze,Combo,Rest,"","",,1
1021,125,CAR_350_7_02,48.9532256234,-96.5031381039,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1022,125,CAR_350_7_04,48.9508420961,-96.4998064142,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1023,125,CAR_350_7_05,48.9518540843,-96.5041128689,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1024,125,CAR_350_7_06,48.9512749591,-96.4949013747,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1025,125,CAR_350_7_07,48.9527328579,-96.4950199775,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1026,125,CAR_350_7_08,48.953687,-96.504013,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1027,125,CAR_350_7_09,48.9534409754,-96.4989051076,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1028,125,CAR_350_7_11,48.9519100016,-96.4979546314,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1029,125,CAR_350_7_12,48.9529941276,-96.4993350048,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1030,125,CAR_350_7_13,48.955926,-96.500701,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1031,125,CAR_350_7_15,48.955453,-96.504514,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1032,125,CAR_350_7_17,48.9532997,-96.501368,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1033,125,CAR_350_7_18,48.956752,-96.50463,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1034,125,CAR_350_7_24,48.953715,-96.502027,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1035,125,CAR_350_7_33,48.951711,-96.502314,43,,189,,,,,,,,,,,,,,,,,,,,,,,"","","","","",Burn,Rest,Burn,Rest,"","",,1
1036,126,CAR_350_8_01,48.9530436193,-96.4812223789,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1037,126,CAR_350_8_02,48.9518596306,-96.4866346383,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1038,126,CAR_350_8_03,48.9538467577,-96.4814647888,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1039,126,CAR_350_8_06,48.9518962143,-96.47714376,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1040,126,CAR_350_8_09,48.9511679308,-96.486697685,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1041,126,CAR_350_8_10,48.9537533759,-96.485453636,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1042,126,CAR_350_8_17,48.9522654085,-96.4854241745,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1043,126,CAR_350_8_21,48.9539945011,-96.4838034224,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1044,126,CAR_350_8_25,48.9506741498,-96.4760446962,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1045,126,CAR_350_8_26,48.9514672651,-96.4761194872,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1046,126,CAR_350_8_27,48.9517342247,-96.4924178731,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1047,126,CAR_350_8_28,48.9524606566,-96.4769826333,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1048,126,CAR_350_8_29,48.952059613,-96.4894499519,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1049,126,CAR_350_8_32,48.9536371666,-96.4821001156,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1050,127,CAR_371_1_05,48.9615449163,-96.5415841698,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1051,127,CAR_371_1_08,48.965814237,-96.5490057421,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1052,127,CAR_371_1_09,48.9669744288,-96.5546612563,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1053,127,CAR_371_1_10,48.9708871206,-96.546159759,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1054,127,CAR_371_1_11,48.9693854892,-96.5536778468,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1055,127,CAR_371_1_13,48.9710979655,-96.5544388838,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1056,127,CAR_371_1_17,48.9683294521,-96.5463434653,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1057,127,CAR_371_1_18,48.9724303711,-96.5541931891,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1058,127,CAR_371_1_21,48.9713916451,-96.5533600381,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1059,127,CAR_371_1_22,48.964116475,-96.5531987731,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1060,127,CAR_371_1_24,48.9740292317,-96.5544479336,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1061,127,CAR_371_1_26,48.974821,-96.555721,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1062,127,CAR_371_1_31,48.966977,-96.551323,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1063,127,CAR_371_1_32,48.968925,-96.554172,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1064,127,CAR_371_1_35,48.961681,-96.542132,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1065,128,CAR_371_2_01,48.95916,-96.54815,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1066,128,CAR_371_2_04,48.95506,-96.53756,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1067,128,CAR_371_2_05,48.95736,-96.54669,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1068,128,CAR_371_2_06,48.96028,-96.54678,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1069,128,CAR_371_2_07,48.96084,-96.55135,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1070,128,CAR_371_2_08,48.95617,-96.540164,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1071,128,CAR_371_2_09,48.95949,-96.55476,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1072,128,CAR_371_2_15,48.95939,-96.55106,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1073,128,CAR_371_2_16,48.95608,-96.54568,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1074,128,CAR_371_2_17,48.95608,-96.55179,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1075,128,CAR_371_2_18,48.95615,-96.54389,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1076,128,CAR_371_2_19,48.95396,-96.53858,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1077,128,CAR_371_2_20,48.95488,-96.54412,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1078,128,CAR_371_2_21,48.9571,-96.55084,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1079,128,CAR_371_2_22,48.95947,-96.54633,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1080,129,CAR_371_3_05,48.952501241,-96.5511852906,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1081,129,CAR_371_3_06,48.9566909612,-96.5541894146,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1082,129,CAR_371_3_07,48.9534158342,-96.5497330598,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1083,129,CAR_371_3_13,48.9514765049,-96.548093403,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1084,129,CAR_371_3_14,48.9537654851,-96.5546937851,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1085,129,CAR_371_3_15,48.9541148839,-96.5466682221,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1086,129,CAR_371_3_16,48.9508504788,-96.5414979669,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1087,129,CAR_371_3_17,48.951776,-96.549338,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1088,129,CAR_371_3_18,48.9526395746,-96.5464580847,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1089,129,CAR_371_3_19,48.9555376773,-96.5576099587,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1090,129,CAR_371_3_20,48.9546793801,-96.5565071355,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1091,129,CAR_371_3_21,48.9551013712,-96.5534592435,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1092,129,CAR_371_3_22,48.9535188365,-96.5535151638,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1093,129,CAR_371_3_23,48.9548724918,-96.5572578475,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1094,129,CAR_371_3_24,48.9531901209,-96.5525047284,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1095,130,1LE4-15,48.94852312,-96.48000806,43,Caribou WMA,100.4,0,1,0,0,0,1,0,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1096,130,1LE4-16,48.9477329,-96.47755069,43,Caribou WMA,100.4,0,1,0,0,0,1,0,0,0,0,0,"",UG,UG,UG,UG,UG,UG,UG,UG,UG,UG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1097,130,1LE4-17,48.9460077,-96.47743066,43,Caribou WMA,100.4,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1098,130,1LE4-18,48.94507204,-96.47979003,43,Caribou WMA,100.4,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1099,130,1LE4-19,48.94583498,-96.48217867,43,Caribou WMA,100.4,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
1100,130,1LE4-20,48.9476027,-96.48234631,43,Caribou WMA,100.4,0,1,0,0,0,1,0,0,0,0,0,"",LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,Graze,Rest,Graze,Combo,Graze,Graze,Graze,"","","","",1,0
